1578440915;21.1250000000;42.0000000000;1012.7100000000;3.6480465000
1578440921;21.1250000000;42.0000000000;1012.7100000000;3.6480465000
1578440922;21.1250000000;42.0000000000;1012.6900000000;3.6480465000
1578440923;21.1250000000;42.0000000000;1012.6900000000;3.6480465000
1578440924;21.1875000000;42.0000000000;1012.7000000000;3.6480465000
1578440925;21.1875000000;42.0000000000;1012.7000000000;3.6480465000
1578440926;21.1875000000;44.0000000000;1012.7000000000;3.6480465000
1578440927;21.1875000000;44.0000000000;1012.7000000000;3.6480465000
1578440928;21.1875000000;44.0000000000;1012.6400000000;3.6480465000
1578440972;21.1250000000;40.0000000000;1012.7300000000;3.6480465000
1578441000;21.1875000000;40.0000000000;1012.7700000000;3.6480465000
1578441060;21.1875000000;40.0000000000;1012.7000000000;3.6480465000
1578441120;21.1250000000;43.0000000000;1012.7200000000;3.6480465000
1578441180;21.1875000000;43.0000000000;1012.7000000000;3.6480465000
1578441240;21.1875000000;43.0000000000;1012.7900000000;3.6480465000
1578441300;21.1875000000;44.0000000000;1012.7400000000;3.6480465000
1578441360;21.1250000000;44.0000000000;1012.6900000000;3.6480465000
1578441373;21.1875000000;44.0000000000;1012.6700000000;3.6480465000
1578441390;21.1875000000;44.0000000000;1012.7200000000;3.6480465000
1578441420;21.3750000000;44.0000000000;1012.6600000000;3.6480465000
1578441480;21.7500000000;44.0000000000;1012.6400000000;3.6480465000
1578441540;21.9375000000;44.0000000000;1012.7300000000;3.6480465000
1578441600;22.0625000000;44.0000000000;1012.6500000000;3.6480465000
1578441660;22.1250000000;44.0000000000;1012.6100000000;3.6480465000
1578441720;22.1875000000;44.0000000000;1012.6300000000;3.6480465000
1578441780;22.2500000000;44.0000000000;1012.5900000000;3.6480465000
1578441840;22.2500000000;44.0000000000;1012.6500000000;3.6416016000
1578441900;22.2500000000;44.0000000000;1012.6100000000;3.6480465000
1578441960;22.3125000000;44.0000000000;1012.6300000000;3.6480465000
1578442020;22.3125000000;44.0000000000;1012.5600000000;3.6480465000
1578442080;22.3125000000;44.0000000000;1012.6800000000;3.6480465000
1578442140;22.3750000000;44.0000000000;1012.6600000000;3.6480465000
1578442200;22.3750000000;44.0000000000;1012.6400000000;3.6480465000
1578442260;22.3750000000;44.0000000000;1012.5900000000;3.6480465000
1578442320;22.3750000000;44.0000000000;1012.6700000000;3.6480465000
1578442380;22.3750000000;45.0000000000;1012.7000000000;3.6480465000
1578442440;22.3750000000;45.0000000000;1012.6100000000;3.6480465000
1578442500;22.3750000000;45.0000000000;1012.5900000000;3.6480465000
1578442560;22.3750000000;45.0000000000;1012.6200000000;3.6480465000
1578442620;22.3125000000;45.0000000000;1012.6200000000;3.6480465000
1578442680;22.3125000000;45.0000000000;1012.6500000000;3.6480465000
1578442740;22.3125000000;45.0000000000;1012.6000000000;3.6480465000
1578442800;22.3125000000;45.0000000000;1012.7400000000;3.6480465000
1578442860;22.2500000000;45.0000000000;1012.7300000000;3.6480465000
1578442920;22.2500000000;45.0000000000;1012.7400000000;3.6480465000
1578442980;22.2500000000;45.0000000000;1012.6700000000;3.6480465000
1578443040;22.1875000000;45.0000000000;1012.6300000000;3.6480465000
1578443100;22.1875000000;45.0000000000;1012.6300000000;3.6480465000
1578443160;22.1875000000;45.0000000000;1012.6800000000;3.6480465000
1578443220;22.1875000000;45.0000000000;1012.6800000000;3.6480465000
1578443280;22.1875000000;45.0000000000;1012.7200000000;3.6480465000
1578443340;22.1875000000;45.0000000000;1012.7000000000;3.6480465000
1578443400;22.1875000000;45.0000000000;1012.6800000000;3.6480465000
1578443460;22.1250000000;45.0000000000;1012.6800000000;3.6480465000
1578443520;22.1250000000;45.0000000000;1012.6300000000;3.6480465000
1578443580;22.1250000000;45.0000000000;1012.6600000000;3.6480465000
1578443640;22.1250000000;45.0000000000;1012.6200000000;3.6480465000
1578443700;22.1250000000;45.0000000000;1012.6300000000;3.6480465000
1578443760;22.1250000000;45.0000000000;1012.6200000000;3.6480465000
1578443820;22.1250000000;45.0000000000;1012.6000000000;3.6480465000
1578443880;22.1250000000;45.0000000000;1012.7200000000;3.6480465000
1578443940;22.0625000000;45.0000000000;1012.6000000000;3.6480465000
1578444000;22.0625000000;43.0000000000;1012.6300000000;3.6480465000
1578444060;22.0625000000;43.0000000000;1012.7100000000;3.6480465000
1578444120;22.0625000000;43.0000000000;1012.7000000000;3.6480465000
